job_id,job_title,company,experience,min exp,max exp,salary,base salary,max salary,location,jobListed(days ago),postedIn,rating,reviews count,details,salary data provide by
1097,Data Analyst Associate,ZOBELLO,1-2 Yrs,1,2,,,,New Delhi,2190,Naukri,5,2,"Tools, Data analysis, Data mining",
1098,Data Analyst Associate,ZOBELLO,1-2 Yrs,1,2,,,,New Delhi,2920,Naukri,5,2,"data analysis, data mining, adobe",
1099,Data Analyst Associate,ZOBELLO,1-6 Yrs,1,6,,,,"New Delhi, New Delhi",2920,Naukri,5,2,"adobe, spss, microsoft excel",
70,Data Analyst And MIS Lead For Gurgaon,Wipro Limited,3-8 Yrs,3,8, 5 - 8.5L/yr,500000,850000,Gurgaon / Gurugram,11,Naukri,3.8,41400,"Google Sheets, Automation, Power Bi",Salary Listed by Company
1055,Data Analyst Advanced Analytics,Perceptive Analytics,0-3 Yrs,0,3,,,,Hyderabad / Secunderabad,730,Naukri,4,7,"CRM, SQL, Analytical",
315,Data Analyst 3,Zynga Inc.,7-12 Yrs,7,12,,,,Bangalore / Bengaluru,30,Naukri,4.4,28,"SQL, Python, SAN",
72,Data Analyst 2,"PayPal Holdings, Inc.",3-8 Yrs,3,8,,,,Chennai,13,Naukri,3.9,813,"Automation, Analytical, Finance",
103,Data Analyst 2,upGrad,3-5 Yrs,3,5,,,,Bangalore Rural,5,Naukri,3.8,1600,"Google Analytics, Data Analysis, Data Extraction",
1056,Data Analyst 2,Xoom Inc,2-4 Yrs,2,4,,,,"Chennai, Bangalore / Bengaluru",16,Naukri,,,"Automation, Analytical, Finance",
1225,Data Analyst 1,Thoughtgen Analytics,0-2 Yrs,0,2, 3.5 - 5L/yr,350000,500000,Mumbai Suburbs,30,Naukri,,,"Excel, Power Bi, Tableau",Salary Listed by Company
921,Data Analyst || Immediate Joiner,Hiresquad Resources,4-9 Yrs,4,9, 4 - 8.5L/yr,400000,850000,"Chennai, Bangalore / Bengaluru",3,Naukri,,,"Power Bi, Alteryx, Tableau",Salary Listed by Company
931,Data Analyst || Data Scientist,Allegis Global Solutions (india),4-9 Yrs,4,9, 0.9 - 44L/yr (AmbitionBox estimate),90000,4400000,"Bangalore / Bengaluru, Hyderabad / Secunderabad, Kolkata",4,Naukri,,,"sas, GCP, Alteryx",Estimated by Ambition Box
1115,Data Analyst | Mumbai,Hindco Recruitment Consultants,4-9 Yrs,4,9, 0.13 - 38.85L/yr (AmbitionBox estimate),13000,3885000,"Navi Mumbai, Thane, Mumbai",22,Naukri,,,"Data Transformation, Matplotlib, Data Research",Estimated by Ambition Box
1112,Data Analyst | Lower Parel,Transformatrix Global,2-7 Yrs,2,7, 15 - 20L/yr,1500000,2000000,Mumbai,22,Naukri,,,"Power Bi, Data Analysis, Big Data",Salary Listed by Company
230,Data Analyst | Insurance,Cars24,5-8 Yrs,5,8,,,,Delhi/Ncr,30,Naukri,3.7,3000,"Strategy, Tableau, Data Analytics",
1191,Data Analyst | Forecasting | Power BI | WFH | US MNC | Gurgaon,Impetus Consultants,3-8 Yrs,3,8, 4.5 - 8.5L/yr,450000,850000,Gurgaon / Gurugram,29,Naukri,,,"Data Science, Power BI, Capacity Planning",Salary Listed by Company
1012,Data Analyst // Portfolio Management // Assets Management Company //,VANGUARD HR ASSOCIATES PRIVATE LIMITED,2-4 Yrs,2,4,,,,Mumbai,10,Naukri,,,"excel, data analysis, liquidity",
1406,Data Analyst / Web Researcher,MyVirtualDesks,0-3 Yrs,0,3,,,,Pune,240,Naukri,,,"Data Analyst, Web technologies, Data analysis",
1400,Data Analyst / Sr. Data Analyst,CoreInsightsAI,0-8 Yrs,0,8,,,,Remote,150,Naukri,,,"Data analysis, Analytical, Consulting",
1556,Data Analyst / Sr. Data Analyst,CoreInsightsAI,0-8 Yrs,0,8,,,,Remote,150,Naukri,,,"Data analysis, Analytical, Consulting",
809,Data Analyst / Senior Data Analyst,STATXO,3-8 Yrs,3,8,,,,Gurgaon / Gurugram,730,Naukri,4.8,9,"Telecom, Analytics, Procurement",
810,Data Analyst / Senior Data Analyst,STATXO,3-8 Yrs,3,8,,,,Gurgaon / Gurugram,730,Naukri,4.8,9,"Telecom, Analytics, Procurement",
129,Data Analyst / MIS Executive,Echobooom Management,0-1 Yrs,0,1, 0.5 - 2.5L/yr,50000,250000,Mumbai,3,Naukri,3.9,529,"excel, reports, data",Salary Listed by Company
990,Data Analyst / GCP Engineer,4Bell Technology,2-7 Yrs,2,7, 2 - 7L/yr (AmbitionBox estimate),200000,700000,"Pune, Mumbai",9,Naukri,,,"T-SQL, Microsoft SSIS, Web API",Estimated by Ambition Box
347,Data Analyst / Business Intelligence,Monrow Shoes,2-4 Yrs,2,4,,,,Bangalore / Bengaluru,9,Naukri,4.7,7,"Data Analyst, Business intelligence",
1357,Data Analyst / Business Analyst,RIGHT STEP CONSULTING PRIVATE LIMITED,2-3 Yrs,2,3,,,,Gurgaon / Gurugram,2555,Naukri,3,1,"Data Analyst, MS Office, SQL",
1361,Data Analyst / Business Analyst,RIGHT STEP CONSULTING PRIVATE LIMITED,2-3 Yrs,2,3,,,,Gurgaon / Gurugram,2555,Naukri,3,1,"Data Analyst, MS Office, SQL",
812,Data Analyst / Bioinformatic Analyst,Prayoga Lifesciences Inc,1-5 Yrs,1,5,,,,Bangalore / Bengaluru,30,Naukri,4.7,3,"Flow cytometry, Data Analyst",
1385,"Data Analyst , Product",MediaMath,4-9 Yrs,4,9,,,,Bangalore / Bengaluru,730,Naukri,,,"Python, Data Analysis, Data Science",
1020,Data Analyst (Web Analytics),Pylon Management Consulting,4-6 Yrs,4,6, 1.8 - 20L/yr (AmbitionBox estimate),180000,2000000,Bangalore / Bengaluru,11,Naukri,,,"Google Analytics, Adobe Launch, Data Analysis",Estimated by Ambition Box
511,Data Analyst (US Real Estate Data Experience),Batchservice,3-6 Yrs,3,6,,,,Bangalore / Bengaluru,23,Naukri,3.2,9,"Pyspark, Aws Cloud, Big Data",
382,Data Analyst (Tech BA + Banking),Bigtapp Analytics,5-8 Yrs,5,8,,,,Chennai,10,Naukri,4.3,7,"Banking Domain, Business Data Analyst, Data Analysis",
913,Data Analyst (Tableau/BI/CRMA),Databricks,4-9 Yrs,4,9,,,,Bangalore / Bengaluru,60,Naukri,2.6,11,"SAN, Data analysis, Data modeling",
201,"Data Analyst (Tableau, SQL, AWS, Python)",OSI Digital,4-8 Yrs,4,8,,,,Hyderabad / Secunderabad,11,Naukri,3.6,99,"Tableau, AWS, Python",
87,Data Analyst (SQL+Tableau) - AVP,Deutsche Bank,10-16 Yrs,10,16,,,,Jaipur,18,Naukri,4,2900,"Data Engineering, SQL Development, Data Analysis",
264,"Data Analyst (SQL,Tableau,Power Bi)",REWISE ANALYTICS & TECHNOLOGIES PRIVATE LIMITED,3-8 Yrs,3,8,,,,Pune,12,Naukri,3.5,38,"Supply chain, Data analysis, linear regression",
1428,Data Analyst (Snowflake),Coders Brain Pvt Ltd,6-8 Yrs,6,8, 2.95 - 24.75L/yr (AmbitionBox estimate),295000,2475000,Pune,300,Naukri,,,"SQL, Python, RDBMS",Estimated by Ambition Box
107,Data Analyst (Remote),Firstsource,1-5 Yrs,1,5, 7 - 14L/yr,700000,1400000,Chennai,16,Naukri,3.8,4100,"Data Validation, Power Bi, Snowflake",Salary Listed by Company
1002,Data Analyst (Preferably BFSI),Team Recruiters,4-7 Yrs,4,7, 8 - 10L/yr,800000,1000000,Navi Mumbai,9,Naukri,,,"AdWords, Google Analytics, Data Studio",Salary Listed by Company
557,Data Analyst (Power BI Developer),Mobio Solutions,2-5 Yrs,2,5,,,,Ahmedabad,30,Naukri,5,5,"data analysis, etl process, dashboards",
1312,Data Analyst (New),Fam,2-4 Yrs,2,4,,,,Bangalore / Bengaluru,60,Naukri,3,1,"SQL, Python, SAS",
860,Data Analyst (Microsoft Power BI),Wim Plast,3-7 Yrs,3,7,,,,Mumbai,330,Naukri,3.7,36,"microsoft, power bi, Data Analyst",
521,Data Analyst (MDM/Data Warehousing) || Work FROM Home,Thoughtstorm Technologies,6-11 Yrs,6,11,,,,Faridabad,16,Naukri,5,3,"Informatica Mdm, Power Bi, MDM",
1021,Data Analyst (Male Or Female),Goodwill Management Services,1-2 Yrs,1,2, 2.5 - 3L/yr,250000,300000,Tamil nadu,11,Naukri,,,"MS Excel, Data analysis, data analytics",Salary Listed by Company
296,Data Analyst (Life Insurance),Spectrum Insurance Broking Pvt. Ltd.,1-5 Yrs,1,5, 2.5 - 4L/yr,250000,400000,New Delhi,9,Naukri,3.2,44,"Big Data Analytics, Database Management, Data Visualization",Salary Listed by Company
907,Data Analyst (fresher) - magarpatta Pune - immediate joiner,Insight Consultancy Services,,,,,,,,2,Naukri,,,,
1431,Data Analyst (Executive/ Sr.Executive),Bultaminds Venture,5-10 Yrs,5,10, 2.05 - 13L/yr (AmbitionBox estimate),205000,1300000,Panaji/Panjim,330,Naukri,,,"Project management, SQL, MS Office",Estimated by Ambition Box
616,Data Analyst (Excel/MIS specialist),KIRTANE PANDIT LLP - CHARTERED ACCOUNTANTS,4-8 Yrs,4,8,,,,Mumbai,120,Naukri,3.9,93,"MIS, Data Analyst, Manager Quality Assurance",
1084,Data Analyst (ETL Tools),Alpha Analytics Services Pvt Ltd,2-4 Yrs,2,4, 3 - 4.3L/yr (AmbitionBox estimate),300000,430000,Pune,1460,Naukri,5,1,"Data Analyst, SQL, Informatica",Estimated by Ambition Box
1467,Data Analyst (Deepika),Fusion Plus Solutions Inc,1-4 Yrs,1,4, 1 - 35L/yr (AmbitionBox estimate),100000,3500000,Hyderabad / Secunderabad,365,Naukri,,,"Healthcare, SQL, XML",Estimated by Ambition Box
1444,Data Analyst (Credit Risk Analyst),Mantras2Success Consultants,2-3 Yrs,2,3, 2.2 - 9.9L/yr (AmbitionBox estimate),220000,990000,Hyderabad / Secunderabad,365,Naukri,,,"Financial services, BPO, SQL",Estimated by Ambition Box
1475,Data Analyst (Credit Risk Analyst),Mantras2Success Consultants,2-3 Yrs,2,3, 2.2 - 9.9L/yr (AmbitionBox estimate),220000,990000,Hyderabad / Secunderabad,365,Naukri,,,"Financial services, BPO, SQL",Estimated by Ambition Box
281,Data Analyst (6-10 yrs),Trent Limited,6-10 Yrs,6,10,,,,Mumbai,30,hirist,4.1,1200,"Power BI, Data Validation, Business System Analyst",
476,Data Analyst (5-12 yrs),Personnel Search Services,5-12 Yrs,5,12,,,,"Mumbai, Navi Mumbai",30,iimjobs,4.7,6,"Data Science, Data Management, Analytics",
380,Data Analyst (4-10 yrs),Quess Corp Ltd,,,,,,,,60,iimjobs,4,5800,,
1332,Data Analyst (2-5 yrs),D Square Consulting Service,2-5 Yrs,2,5,,,,Bangalore / Bengaluru,30,hirist,1,1,"Data Analyst, Data Analytics, Data Governance",
651,Data Analyst (2-4 yrs),Revolo Infotech,,,,,,,,60,hirist,4.9,9,,
675,Data Analyst (2-15 yrs),Symbiosis Management Consultants Pvt Ltd,2-15 Yrs,2,15,,,,Mumbai,30,iimjobs,4.8,5,"Analytics, Data Analytics, Python",
431,Data Analyst ( On Contract ),Electronic Arts,2-3 Yrs,2,3,,,,Hyderabad / Secunderabad,365,Naukri,4.3,67,"Analytical skills, tableau, Manager Quality Assurance",
352,Data Analyst ( Hindi),Refex Group,0-1 Yrs,0,1,,,,Chennai,11,Naukri,4.4,11,"ERP, Data Analyst, data review",
1533,Data Analyst ( Fresher ),OnPoint Insights,0-2 Yrs,0,2,,,,"Mumbai suburbs, Mumbai",365,Naukri,,,"SAS, Analytical, Machine learning",
108,Data Analyst & Report Designer - TRAI,National Institute for Smart Government (NISG),5-10 Yrs,5,10, 5.05 - 10.6L/yr (AmbitionBox estimate),505000,1060000,New Delhi,4,Naukri,3.8,183,"Data Analysis, Cleaning, Data Processing",Estimated by Ambition Box
393,Data Analyst - Workforce Management - Aspects/Alavaria (3-8 yrs),Huquo Consulting,3-8 Yrs,3,8,,,,Gurgaon / Gurugram,2,iimjobs,3.8,14,"Analytics, Statistics, Data Analytics",
711,Data Analyst - Web Analytics (4-7 yrs),Hitya Global,4-7 Yrs,4,7,,,,Navi Mumbai,7,hirist,5,1,"Data Analyst, Data Analytics, Google Analytics",
888,Data Analyst - US MNC (analytics),Aspyra Hr Services,3-8 Yrs,3,8, 15 - 30L/yr,1500000,3000000,"Pune, Bangalore / Bengaluru",0,Naukri,,,"Business Intelligence, hql, Business Analytics",Salary Listed by Company
1004,Data Analyst - US MNC (analytics),Aspyra Hr Services,3-8 Yrs,3,8, 15 - 30L/yr,1500000,3000000,"Pune, Bangalore / Bengaluru, Hyderabad / Secunderabad",9,Naukri,,,"Business Intelligence, hql, Business Analytics",Salary Listed by Company
1028,Data Analyst - US MNC (analytics),Aspyra Hr Services,3-8 Yrs,3,8, 15 - 30L/yr,1500000,3000000,Bangalore / Bengaluru,12,Naukri,,,"Business Intelligence, hql, Business Analytics",Salary Listed by Company
1108,Data Analyst - US MNC (analytics),Aspyra Hr Services,3-8 Yrs,3,8, 15 - 30L/yr,1500000,3000000,"Delhi/Ncr, Gurgaon / Gurugram, Noida",20,Naukri,,,"Business Intelligence, hql, Business Analytics",Salary Listed by Company
1192,Data Analyst - US MNC (analytics),Aspyra Hr Services,3-8 Yrs,3,8, 15 - 30L/yr,1500000,3000000,"Bangalore / Bengaluru, Hyderabad / Secunderabad",29,Naukri,,,"Business Intelligence, hql, Business Analytics",Salary Listed by Company
1220,Data Analyst - US MNC (analytics),Aspyra Hr Services,3-8 Yrs,3,8, 15 - 30L/yr,1500000,3000000,"Delhi/Ncr, Gurgaon / Gurugram, Noida",30,Naukri,,,"Business Intelligence, hql, Business Analytics",Salary Listed by Company
963,Data Analyst - US Banking (4-8 yrs),Resourcetree,4-8 Yrs,4,8,,,,"Mumbai, Bangalore / Bengaluru, Hyderabad / Secunderabad
+3 more",7,iimjobs,,,"Analytics, Data Analytics, Data Management",
1078,Data Analyst - Urgent Opening (Immediate To 15 days joiners only),Value Innovation,5-8 Yrs,5,8, 0.1 - 13.3L/yr (AmbitionBox estimate),10000,1330000,"Delhi/Ncr, Gurgaon / Gurugram, Noida",18,Naukri,,,"Data models, ETL, SSIS",Estimated by Ambition Box
1161,Data Analyst - TSI,BP INCORPORATE INTERNATIONAL.,1-3 Yrs,1,3,,,,Pune,26,Naukri,,,"SAP, Manager Quality Assurance, Maximo",
514,Data Analyst - Technology Consulting,Tiger Analytics,5-8 Yrs,5,8,,,,"Chennai, Bangalore / Bengaluru, Hyderabad / Secunderabad",60,Naukri,3.5,504,"Data Analyst, SQL, Oracle",
1549,Data Analyst - Technology,Vayaa Systems,1-3 Yrs,1,3,,,,Hyderabad / Secunderabad,2190,Naukri,,,"Data Analyst, MS SQL, data visualization",
1330,Data Analyst - Tableau/Power BI (5-8 yrs),Excellence and Eminence LLP,5-8 Yrs,5,8,,,,"Bangalore / Bengaluru, Chennai",30,hirist,,,"Data Analyst, Power BI, Python",
452,Data Analyst - Tableau/Power BI (5-10 yrs),Varite India,5-10 Yrs,5,10,,,,Bangalore / Bengaluru,30,hirist,3.7,162,"Data Infrastructure, Snowflake DB, DB",
413,Data Analyst - Tableau/Power BI (3-5 yrs),Ds,3-5 Yrs,3,5,,,,Bangalore / Bengaluru,6,hirist,3.6,24,"Data Analyst, Data Analytics, Data Modeling",
775,Data Analyst - Tableau/Power BI (2-5 yrs),T D Newton,2-5 Yrs,2,5,,,,"Hyderabad / Secunderabad, Gujarat, Chandigarh
+5 more",30,hirist,2.7,33,"Data Visualization, Power BI, Tableau",
335,Data Analyst - Tableau (7-12 yrs),Experis IT Private Limited,7-12 Yrs,7,12,,,,Bangalore / Bengaluru,30,hirist,3.1,523,"Data Analyst, Tableau, SQL",
501,Data Analyst - Tableau,Indium Software (India) Limited,4-9 Yrs,4,9,,,,Chennai,180,Naukri,4.1,698,"SAN, SAS, SOC",
899,Data Analyst - Tableau,iXie Gaming,4-9 Yrs,4,9,,,,Chennai,180,Naukri,4,14,"SAN, SAS, SOC",
272,Data Analyst - Statistics / Report Designing,3Di Systems,2-7 Yrs,2,7, 3 - 7L/yr,300000,700000,"Navi Mumbai, Thane",26,Naukri,3.9,44,"Data Extraction, Data Mining, Data Cleansing",Salary Listed by Company
241,Data Analyst - SQL/Tableau (3-5 yrs),Overture Rede Private Limited.,3-5 Yrs,3,5,,,,Chennai,4,hirist,4.3,21,"Data Analyst, Data Analytics, SQL",
725,Data Analyst - SQL/Tableau (3-5 yrs),Cortex Consulting Pvt. Ltd.,3-5 Yrs,3,5,,,,Bangalore / Bengaluru,60,hirist,3.1,16,"Data Analyst, Data Analytics, SQL",
519,Data Analyst - SQL/SSIS (5-20 yrs),Aricent,5-20 Yrs,5,20,,,,"Bangalore / Bengaluru, Karnataka, Mysuru / Mysore",30,hirist,3.6,2000,"Data Analyst, Data Analytics, SQL",
1371,Data Analyst - SQL/Python/R (7-9 yrs),Meved Solutions,7-9 Yrs,7,9,,,,Bangalore / Bengaluru,60,hirist,1,1,"Data Analyst, Data Analytics, SQL",
619,Data Analyst - SQL/Python (7-11 yrs),WEN,7-11 Yrs,7,11,,,,Bangalore / Bengaluru,16,hirist,4.8,2,"SQL, Python, PySpark",
788,Data Analyst - SQL/Python (6-10 yrs),Forward eye technologies,6-10 Yrs,6,10,,,,"Chennai, Noida",30,hirist,4.7,3,"Data Analyst, Data Analytics, Snowflake DB",
542,Data Analyst - SQL/Python (5-7 yrs),Talpro,5-7 Yrs,5,7,,,,Bangalore / Bengaluru,7,hirist,4,5,"Data Analyst, Data Analytics, Tableau",
569,Data Analyst - SQL/Python (5-6 yrs),Mobile Programming LLC,5-6 Yrs,5,6,,,,Gurgaon / Gurugram,30,hirist,2.9,333,"Data Analytics, Data Analyst, SQL",
724,Data Analyst - SQL/Python (4-20 yrs),td newton and associates,4-20 Yrs,4,20,,,,Pune,30,hirist,2.7,33,"Data Analyst, Data Analytics, SQL",
387,Data Analyst - SQL/Python (3-5 yrs),Programming.com,3-5 Yrs,3,5,,,,Bangalore / Bengaluru,14,hirist,3.4,7,"Data Analyst, Data Analytics, Tableau",
1256,Data Analyst - SQL/Python (3-5 yrs),SILCOSYS Solutions Pvt. Ltd,3-5 Yrs,3,5,,,,Hyderabad / Secunderabad,30,hirist,,,"SQL, Python, Power BI",
1262,Data Analyst - SQL/Python (2-5 yrs),Bizdeed HR Solutions Pvt.Ltd,2-5 Yrs,2,5,,,,Mumbai,60,hirist,5,1,"Data Analyst, Data Analytics, SQL",
1246,Data Analyst - SQL/Python (2-4 yrs),Yo HR Consultancy,2-4 Yrs,2,4,,,,Mumbai,60,hirist,5,1,"Data Analyst, Data Analytics, SQL",
409,Data Analyst - SQL/Metadata/ETL Tools (3-8 yrs),Huquo,,,,,,,,2,hirist,3.8,14,,
1346,Data Analyst - SQL/ETL (2-4 yrs),D Square Consulting Services Pvt Ltd,2-4 Yrs,2,4,,,,Bangalore / Bengaluru,60,hirist,1,1,"Data Analyst, Data Analytics, Data Quality",
1181,Data Analyst - SQL/Azure (3-6 yrs),GM INFOTECH,3-6 Yrs,3,6,,,,"Mumbai, Navi Mumbai",60,hirist,4.4,2,"Data Analyst, SQL, Power BI",
218,Data Analyst - SQL (1-11 yrs),A Tech India,1-11 Yrs,1,11,,,,"Bangalore / Bengaluru, Chennai, Goa
+6 more",10,iimjobs,4,19,"Data Analytics, Analytics, SQL",
356,Data Analyst - Senior,M/s. orange business services,2-6 Yrs,2,6,,,,Gurgaon / Gurugram,90,Naukri,4.3,1200,"Computer science, Automation, Business analytics",
399,Data Analyst - SAS/SQL/Power BI - Consulting Firm (4-10 yrs),Huquo Consulting,4-10 Yrs,4,10,,,,Gurgaon / Gurugram,2,iimjobs,3.8,14,"Data Modeling, Data Analytics, Business Intelligence",
528,Data Analyst - SAS/SQL (6-15 yrs),T D Newton,6-15 Yrs,6,15,,,,"Bangalore / Bengaluru, Chennai",5,hirist,2.7,33,"Data Analyst, SAS, SQL",
671,Data Analyst - SAS/Python (4-9 yrs),HuQuo Consulting Pvt. Ltd.,4-9 Yrs,4,9,,,,"Delhi ncr, Gurgaon / Gurugram",30,hirist,3.8,14,"SAS, Python, Data Analyst",
171,Data Analyst - Sales Operations Data (4-10 yrs),Antal Internationals Network,4-10 Yrs,4,10,,,,Chennai,4,iimjobs,3.6,86,"Data Analytics, Analytics, Sales Analytics",
928,Data Analyst - Sales,Enticement Infrastructure,4-8 Yrs,4,8, 5 - 8.5L/yr,500000,850000,Noida,3,Naukri,,,"Sales Mis, MS Access, MIS",Salary Listed by Company
597,Data Analyst - Revenue Cycle Management & Electronic Health Record,Saisystems International,2-3 Yrs,2,3,,,,Pune,30,Naukri,3.1,19,"Healthcare, Analytical, Billing",
266,Data Analyst - Reporting Tools (2-8 yrs),TD,,,,,,,,30,hirist,4.1,35,,
737,Data Analyst - R/Python (5-7 yrs),Quantumbricks,,,,,,,,12,hirist,5,1,,
424,Data Analyst - R/Python (5-12 yrs),Zelarsoft Pvt.Ltd.,5-12 Yrs,5,12,,,,Hyderabad / Secunderabad,6,hirist,3.5,27,"Data Analyst, Data Integrity, R",
905,Data Analyst - R/Python (3-7 yrs),RapidBraiins,3-7 Yrs,3,7,,,,Remote,2,hirist,,,"Data Analyst, Data Analytics, R",
441,Data Analyst - R/Python (3-6 yrs),Kudos India Pvt Ltd,3-6 Yrs,3,6,,,,Mumbai,10,hirist,4.8,4,"Data Analyst, R, Python",
509,Data Analyst - R/Python (2-8 yrs),SolarSquare Energy,2-8 Yrs,2,8,,,,Mumbai,17,hirist,3.2,81,"Data Analyst, Data Mining, Data Visualization",
1062,Data Analyst - R/Python (2-5 yrs),Flairdeck Consulting Pvt. Ltd.,2-5 Yrs,2,5,,,,Mumbai,17,hirist,,,"Data Analyst, R, Python",
596,Data Analyst - Quicksight (2-5 yrs),Growel Softech Pvt. Ltd.,2-5 Yrs,2,5,,,,Hyderabad / Secunderabad,30,hirist,2.9,104,"Quicksight, Data Analyst, Data Analytics",
34,Data Analyst - Qlikview / Qliksense,PwC Service Delivery Center,4-8 Yrs,4,8,,,,Bangalore Rural,3,Naukri,3.5,7500,"Data Visualization, Data Analyst, QlikView",
437,Data Analyst - Qliksense (6-14 yrs),SAR HR Consultancy,6-14 Yrs,6,14,,,,Gurgaon / Gurugram,11,iimjobs,4.5,6,"Analytics, Data Analytics, Data Science",
554,Data Analyst - Python/SQL/a/b Testing (3-9 yrs),HuQuo Consulting Pvt. Ltd.,3-9 Yrs,3,9,,,,Gurgaon / Gurugram,23,iimjobs,3.8,14,"Analytics, Data Analytics, SQL",
945,Data Analyst - Python/SQL Server (2-5 yrs),Huquo,2-5 Yrs,2,5,,,,Gurgaon / Gurugram,60,hirist,3.8,14,"SQL Server, Data Analyst, Data Analytics",
279,Data Analyst - Python/SQL (5-20 yrs),Aricent,5-20 Yrs,5,20,,,,"Mumbai, Pune, Maharashtra
+9 more",2,hirist,3.6,2000,"Data Analytics, Data Analyst, Business Intelligence",
1239,Data Analyst - Python/SQL (2-5 yrs),Whizz HR,2-5 Yrs,2,5,,,,Bangalore / Bengaluru,60,hirist,3.3,7,"Data Analyst, Data Analytics, Python",
1235,Data Analyst - Python/R/SQL (5-7 yrs),sm it services,5-7 Yrs,5,7,,,,Thane,30,hirist,,,"Data Analytics, Data Analyst, Dashboard Design",
224,Data Analyst - Python/Power BI (3-5 yrs),Golden Eagle IT Technologies Pvt Ltd.,3-5 Yrs,3,5,,,,Indore,17,hirist,4.3,15,"Data Analyst, Data Analytics, Power BI",
879,Data Analyst - Python/Power BI (1-3 yrs),Info Origin Inc,1-3 Yrs,1,3,,,,Bangalore / Bengaluru,90,hirist,4.2,11,"Data Analyst, Data Analytics, Python",
193,Data Analyst - Python/Business Intelligence (3-10 yrs),ATech,3-10 Yrs,3,10,,,,"Hyderabad / Secunderabad, Jaipur, Rajasthan
+4 more",3,hirist,4,19,"Data Analyst, Data Science, Python",
1023,"Data Analyst - Python, PySpark",Careernet Technologies,6-11 Yrs,6,11, 0.205 - 11.5L/yr (AmbitionBox estimate),20500,1150000,"Pune, Bangalore / Bengaluru",11,Naukri,,,"Pyspark, Python, SQL",Estimated by Ambition Box
1132,Data Analyst - Python Scripting / PySpark & SQL,D2N SOLUTIONS,6-11 Yrs,6,11, 2.95 - 12.1L/yr (AmbitionBox estimate),295000,1210000,Pune,23,Naukri,,,"DWH, Power BI, Python Scripting",Estimated by Ambition Box
1343,Data Analyst - Python (6-8 yrs),Spot Your Leaders And Consulting LLP,6-8 Yrs,6,8,,,,Hyderabad / Secunderabad,60,iimjobs,,,"Data Science, Data Analytics, Python",
497,Data Analyst - Python (3-8 yrs),Akshaya IT Business Solutions,,,,,,,,30,hirist,5,5,,
486,Data Analyst - Python (3-7 yrs),"Triad Square Pvt Ltd.,",3-7 Yrs,3,7,,,,Bangalore / Bengaluru,30,hirist,4,30,"Python, Data Analyst, SQL",
1257,Data Analyst - Python (3-5 yrs),K2 Data & Analytics,3-5 Yrs,3,5,,,,Hyderabad / Secunderabad,30,hirist,,,"Data Analyst, Data Analytics, Analytics",
1124,Data Analyst - Python & Pyspark,D2N SOLUTIONS,3-4 Yrs,3,4, 0.2 - 27L/yr (AmbitionBox estimate),20000,2700000,New Delhi,23,Naukri,,,"HR Generalist, HRBP, Data Analyst",Estimated by Ambition Box
1125,Data Analyst - Python & Pyspark,D2N SOLUTIONS,5-10 Yrs,5,10,,,,Bangalore Rural,23,Naukri,,,"Pyspark, Java, Scala",
1126,Data Analyst - Python & Pyspark,D2N SOLUTIONS,5-10 Yrs,5,10,,,,Hyderabad / Secunderabad,23,Naukri,,,"Pyspark, Java, Scala",
1128,Data Analyst - Python & Pyspark,D2N SOLUTIONS,5-10 Yrs,5,10,,,,Pune,23,Naukri,,,"Pyspark, Java, Scala",
1130,Data Analyst - Python & Pyspark,D2N SOLUTIONS,5-10 Yrs,5,10,,,,Bangalore Rural,23,Naukri,,,"Pyspark, Scala, Data Analysis",
1131,Data Analyst - Python & Pyspark,D2N SOLUTIONS,5-10 Yrs,5,10,,,,Hyderabad / Secunderabad,23,Naukri,,,"Pyspark, Java, Scala",
525,Data Analyst - Products,India Medtronic Pvt. Ltd,3-5 Yrs,3,5,,,,Hyderabad / Secunderabad,240,Naukri,4.1,466,"Master data management, Healthcare, Data quality",
1372,Data Analyst - Predictive Modeling (3-5 yrs),goZeal,,,,,,,,60,hirist,,,,
843,Data Analyst - Power BI/Tableau (5-7 yrs),RiskInsight Consulting Pvt Ltd,5-7 Yrs,5,7,,,,Chennai,30,hirist,3.9,4,"Data Analyst, Data Analytics, RDBMS",
1026,Data Analyst - Power BI/Tableau (2-3 yrs),Gama Advisory Services LLP,2-3 Yrs,2,3,,,,Remote,12,hirist,,,"Data Analyst, Data Analytics, Power BI",
394,Data Analyst - Power BI/SQL (1-3 yrs),Huquo Consulting,1-3 Yrs,1,3,,,,Delhi ncr,2,iimjobs,3.8,14,"Analytics, Data Analytics, Business Intelligence",
1377,Data Analyst - Power BI (6-8 yrs),CloudHire,6-8 Yrs,6,8,,,,"Bangalore / Bengaluru, Hyderabad / Secunderabad",60,hirist,,,"Data Analyst, Data Analytics, Data Profiling",
128,Data Analyst - Power BI (5-8 yrs),SGS Technical Services Pvt. Ltd,5-8 Yrs,5,8,,,,Pune,30,hirist,3.9,1400,"Data Analytics, Power BI, Data Visualization",
1268,Data Analyst - Power BI (3-5 yrs),estrel.ai,3-5 Yrs,3,5,,,,"International/Overseas, Abu Dhabi",30,hirist,,,"Data Analyst, Power BI, Data Analytics",
598,Data Analyst - Power BI (1-5 yrs),OUTSIZED INDIA PRIVATE LIMITED,1-5 Yrs,1,5,,,,Mumbai,18,hirist,4.2,4,"Data Analyst, Power BI, Dashboard Design",
